time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
1.620000000000001,2.94712192584,-0.500470287247,0.0,0.193552101856,3.60472680459,0.0,1.13659263371,-4.15508943435,-21.6421825943,-28.8363922845,28.7174544477,0.0,50.6730512214,900.072258695,900.05617725,0.0347790286758,19,81.0
1.740000000000001,-9.68399600897,1.51454603026,0.0,0.0551651255335,5.11166133561,0.0,-5.20551487779,-1.26365557492,-18.3390043147,-21.3856697055,10.7123883673,0.0,896.875662688,899.325775481,900.014431796,608.689383661,20,87.0
3.1200000000000023,-0.960307421991,46.4947994793,0.0,3.08403626197,5.42870896704,0.0,0.174881712757,20.1692542262,-23.2812800234,-28.8263002471,28.8383324053,0.0,-0.105054360301,900.313983531,899.844896172,-0.296270592658,21,156.0
3.2400000000000024,-8.54474782663,17.6532928286,0.0,3.8173546582,3.78574995465,0.0,-6.30171657423,17.3957915676,-10.534767743,-28.8202959229,28.8338876169,0.0,0.0286509149808,900.057104868,899.580068815,0.269561472896,22,162.0
5.0399999999999805,-1.70915458426,-13.4373669391,0.0,3.88999130055,5.79315499232,0.0,11.965188045,-6.96012701799,-36.7853107913,-2.74106231703,3.10101204,0.0,899.271648563,900.650727372,899.845392455,899.390282069,23,252.0
1.8600000000000012,-1.53656744421,1.60735457601,0.0,2.82448929907,6.12905546361,0.0,-0.124993358234,2.90713938681,-20.5848438974,-28.7253824958,28.8276701539,0.0,0.801596083158,899.807035239,900.03563161,-0.531284469936,24,93.0
2.4600000000000017,2.94672943651,-8.12417288803,0.0,0.815774086542,4.4657149785,0.0,4.85237049219,-3.53647990532,-18.6929675296,-2.19907000054,8.54748402887,0.0,872.749249488,900.446170199,900.19999048,900.874500701,25,123.0
2.0400000000000014,-2.25356898086,-0.0254714384727,0.0,0.21853988813,4.96896337083,0.0,-0.984845991517,-0.295656942063,-18.2147112532,0.0768422717778,28.8428907096,0.0,3.5554071338,900.370087766,899.640853795,899.814791647,26,102.0
1.9800000000000013,-2.1070077753,-0.656257810528,0.0,4.3544937726,3.32711407788,0.0,-2.12843009602,0.159925356601,-19.5401500989,-4.12412238856,28.8387178833,0.0,-0.0392366160676,900.084003342,899.816355678,813.628842949,27,99.0
1.9800000000000013,-2.2304360188,-0.528239524312,0.0,2.4005199214,3.36402020906,0.0,-2.23027861217,-0.024372746273,-18.2990046112,-8.75904537957,28.8242371702,0.0,-0.134290089036,899.77076282,900.126429255,758.260501529,28,99.0
1.8000000000000012,-1.92664019788,-4.651436647,0.0,2.32606411272,4.40254493239,0.0,-2.09806862029,-6.03279773862,-19.1832482877,-12.9687454884,28.8213453896,0.0,8.66112391206,899.501780291,900.086936807,893.953404425,29,90.0
2.4600000000000017,0.366209342546,-16.1067177658,0.0,4.00133097345,3.57683504846,0.0,2.91476064203,-12.211577997,-17.6076724454,-4.02191769527,11.9770088127,0.0,899.37105159,899.334386738,899.373363499,900.026743641,30,123.0
3.900000000000003,-3.48246106172,-37.4041249991,0.0,3.14530466908,0.0293351400812,0.0,-0.265211340334,-14.229209765,-17.793099932,-3.07702739758,28.8415888811,0.0,-0.876376927792,900.241929012,899.768496562,899.998236455,31,195.0
4.14,-1.88161120151,-43.2725721429,0.0,3.31589060042,3.01244909761,0.0,-6.35493338432,-14.730276939,-11.6774176142,-2.5070623415,5.60356109889,0.0,899.954862165,900.098979684,900.419843652,899.411769395,32,207.0
5.0399999999999805,-11.0006396741,-33.176402515,18.1765268799,6.26233257154,0.968044394734,0.0,-3.43015351596,1.46764774276,6.31525679861,-24.7399652375,28.8180875525,0.0,0.637172054188,899.639053457,899.360261642,-0.382857969757,33,252.0
5.0399999999999805,-2.8740850417,-65.3883267355,9.30933117263,2.07537080336,3.5627995207,0.0,-1.08360330086,-21.9196449175,-1.89308979393,-28.8262860373,28.8298320472,0.0,0.544517998235,899.900932763,899.702511429,0.379579958872,34,252.0
5.0399999999999805,-2.9828185516,-62.7984414799,11.7270287815,2.11359864263,3.62036032072,0.0,-1.11286714734,-20.8005783396,-0.572948187277,-28.8242067245,28.8260810944,0.0,0.449576952837,899.693560806,899.648072821,-0.323585637415,35,252.0
5.0399999999999805,-2.75794126349,-71.1614021693,2.86938842174,2.0742254465,3.50136866614,0.0,-1.03581194763,-23.2515747649,-3.97491377213,-28.8556017306,28.8481061716,0.0,0.483333930947,900.450481303,900.651052462,0.187475493156,36,252.0
5.0399999999999805,-2.86885167263,-69.5070468868,4.75655757487,2.12216788333,3.51520993344,0.0,-1.06417840551,-22.6314150216,-3.05952960934,-28.8299130001,28.8358196232,0.0,-0.427575163923,900.121628327,899.832984114,0.554604690897,37,252.0
5.0399999999999805,5.583618787,-24.7768119087,12.1652093747,5.25095367249,1.51910960365,0.0,15.9332412154,7.28975479506,-4.61607236171,-28.7878227188,28.8211519775,0.0,0.601066318611,899.973913166,899.363860771,-0.102685065633,38,252.0
5.0399999999999805,-2.97642668564,-63.9999748979,10.5250864219,2.08569057137,3.61276306128,0.0,-1.10376037003,-21.3188542368,-1.16471314335,-28.8385283631,28.8360189884,0.0,0.31879700716,899.924949625,900.207569922,0.433272138858,39,252.0
5.0399999999999805,-2.88919760879,-67.9185667075,6.603234042,2.0562723273,3.57924571319,0.0,-1.07436074761,-22.2384781021,-2.3933303159,-28.8532041313,28.8379395466,0.0,-0.126513431509,900.052116987,900.596592903,-0.0995134868855,40,252.0
5.0399999999999805,-3.03233466247,-59.7490668312,14.413018247,2.12162310789,3.64050376739,0.0,-1.13289986129,-20.0431358348,0.29900158911,-28.8366666091,28.8511850483,0.0,-0.590552320234,900.405319711,900.039850315,-0.000567204761082,41,252.0
5.0399999999999805,-2.77049781953,-69.9854742053,4.33775278406,2.10440778666,3.5109668757,0.0,-1.04886414211,-22.8232032895,-3.30783133628,-28.836757773,28.8328148317,0.0,-0.270573878642,899.900726578,899.976209397,-0.542999461326,42,252.0
5.0399999999999805,-3.03071038633,-62.3601419083,4.40773527234,1.51166981542,3.57456539342,0.0,-1.20879922863,-17.7733137263,-10.0974923225,-5.70108507992,28.8138066595,0.0,0.454330303597,899.250417929,900.307233147,899.695877279,43,252.0
3.960000000000003,-2.36041287071,-41.8311641924,0.0,2.06027416786,3.80456790595,0.0,-1.11188570981,-15.3054862214,-14.5852426287,-7.0330482519,28.8428723625,0.0,0.253355271636,900.193916381,900.245082305,899.599473055,44,198.0
4.739999999999987,-4.76037304086,-47.4918787542,0.0,1.95515059667,1.21763695386,0.0,-1.26101701169,-10.9193352327,-15.6691434619,-7.97111278698,28.8426850844,0.0,0.0711381070953,900.203234686,900.111391247,900.002900395,45,237.0
4.439999999999993,-2.76995978739,-49.9224505879,0.0,4.4486170483,5.10851599779,0.0,0.0428930680671,-16.0272848201,-14.5114553914,-11.9421469285,28.8284045973,0.0,0.14107978486,899.791644694,900.302371108,899.30957483,46,222.0
2.0400000000000014,-0.994600034655,2.37609100679,0.0,5.78243853713,5.04870242348,0.0,-0.486418215239,5.54460766777,-14.2387458529,-9.02639211487,28.8410975518,0.0,0.307659794076,900.213295387,900.38098292,899.952731495,47,102.0
2.700000000000002,-3.40284115452,-24.1998026287,0.0,0.112581042919,5.17730583279,0.0,-0.926132858718,-18.8465653988,-9.37213637369,-28.821674963,28.8306747199,0.0,0.156704435906,899.834566399,899.402282817,0.294422526239,48,135.0
5.0399999999999805,-2.84486286638,-66.6987524377,8.00327686574,2.11237731906,3.57960373006,0.0,-1.07767204013,-21.7750425773,-1.8015335968,-28.8368152128,28.8520553358,0.0,0.22063702511,900.631529993,900.227887421,0.706766413118,49,252.0
5.0399999999999805,-2.94482500455,-64.5095041062,10.104442092,2.11163408947,3.57561803132,0.0,-1.09728583493,-21.5042736164,-1.39497491885,-28.8330300656,28.8461194351,0.0,0.0564359489662,900.42532055,899.968259992,-0.134989052955,50,252.0
5.0399999999999805,-2.84326278593,-66.1939129596,8.63638954409,2.09476805697,3.55183333617,0.0,-1.07965676951,-21.911122434,-1.90070666355,-28.841813126,28.8562050981,0.0,0.446258444336,900.709565204,900.171326043,0.552737215604,51,252.0
5.0399999999999805,-3.00642965525,-62.7405654876,11.7742776302,2.12491842369,3.57417262245,0.0,-1.11732403739,-21.0335082377,-0.816306159099,-28.8438542665,28.8304764683,0.0,-0.0943999816318,899.871566483,900.285000587,0.362206629,52,252.0
5.0399999999999805,-2.51190569844,-63.0509162145,3.69767865826,0.74865747581,3.56976979439,0.0,-0.773251005988,-20.9283488476,-11.7881733849,-7.0090091592,28.8152887846,0.0,-0.333739235198,899.439363569,899.339102029,900.525562381,53,252.0
4.859999999999984,-2.89788950772,-55.474655563,0.0,0.220353442792,4.67547654005,0.0,-0.626609190904,-16.3740684789,-15.5045053417,-4.38714550468,28.8468130055,0.0,-0.394251221206,900.637360519,899.718599166,899.964616513,54,243.0
4.020000000000002,-3.10011501555,-34.4852087899,0.0,3.64488926978,5.55631750165,0.0,-0.176524738082,-11.7400314001,-17.5046282578,-2.61934286608,28.8123255351,0.0,0.0215931114448,899.17783838,899.914298633,900.556973315,55,201.0
5.0399999999999805,-2.9596112252,-64.271583278,10.3674528268,2.66752911346,3.58598669964,0.0,-1.02617870817,-20.7566728782,-0.863221379759,-28.3386217546,28.8604120417,0.0,-0.207431089805,900.940861688,900.647255453,0.24249673704,56,252.0
4.14,-1.9592379237,-43.9541554297,0.0,3.71394699869,2.69869091927,0.0,-0.901363221229,-17.4809687321,-17.3419680604,-3.72993911701,28.825802597,0.0,-0.351242876132,899.831827657,899.785772751,899.646091873,57,207.0
3.2400000000000024,-1.69311697887,-23.8036882192,0.0,1.35652479349,1.85795787328,0.0,-0.336130359479,-6.8749199668,-13.7512022164,-5.60306849217,28.8132470467,0.0,-0.123707225465,899.388479525,899.990838288,900.077862419,58,162.0
3.0600000000000023,-1.3400978691,-16.9261578829,0.0,1.70713752821,3.0939384218,0.0,-1.47360379365,-6.11814858249,-15.6555545911,-2.53131953441,28.8274202618,0.0,0.380501710721,899.690948787,900.309929156,900.899534023,59,153.0
1.740000000000001,-1.54164627874,2.70252521192,0.0,5.63019084853,2.59752743038,0.0,-1.70401689041,1.56876002528,-16.5903734016,-3.48047145521,28.8244667036,0.0,-0.72313376209,899.692925911,900.325027487,899.508144124,60,87.0
1.8600000000000012,-1.350689976,1.92281320195,0.0,5.89528690319,6.15555712742,0.0,0.176789680036,1.4957059484,-16.8496381818,-5.92957670888,28.8341576163,0.0,0.194785058277,900.104359035,900.738031981,900.500044493,61,93.0
1.9200000000000013,-2.23952057162,-2.80626943064,0.0,1.60283597087,1.5535266466,0.0,-1.12187405935,-1.43469349345,-19.0651193231,-28.7024735113,28.8208473186,0.0,-0.21003955012,899.535201776,900.03895424,0.208221895543,62,96.0
1.8000000000000012,-1.81814884449,2.29981751442,0.0,3.30258166915,4.34423358853,0.0,-1.71023449678,1.99261110318,-17.6042380396,-2.38491946122,28.8190213689,0.0,-0.703429958946,899.376101684,899.686119786,899.568945355,63,90.0
1.8000000000000012,-2.44312244571,-0.655907782099,0.0,6.16405079476,4.42690214653,0.0,-2.20670849202,-2.97771090583,-17.779297949,-28.8105255862,28.8270906116,0.0,0.388835925271,899.759037144,900.396332117,0.398365382599,64,90.0
1.9800000000000013,-2.6687546399,0.314386327839,0.0,5.29478281597,3.28358572015,0.0,-2.14413572172,0.399924434563,-17.8874984742,-28.6231425448,28.8372905433,0.0,0.274946641179,900.108248414,900.170216363,3.31187347592,65,99.0
1.9800000000000013,-2.04828564935,1.43244020308,0.0,1.99620124585,3.29242284044,0.0,-2.25822533561,1.30582428811,-17.4164154238,-2.89484703095,28.834200597,0.0,-0.00646484868105,899.935842035,900.678566516,900.146971122,66,99.0
2.1600000000000015,-1.67923903625,1.30065225496,0.0,4.38712343306,2.20779204059,0.0,-1.07419711107,-0.972831274992,-18.8525542752,-2.98994028276,28.8371505819,0.0,0.0268848190081,899.990104426,899.956838015,899.971663507,67,108.0
1.9800000000000013,-1.01504157652,-0.32887131208,0.0,2.93116230196,3.29900331067,0.0,-1.21179379365,-0.222225132671,-14.8647738322,-28.7512025806,28.8319416779,0.0,-0.356776971121,899.864192246,899.990546875,-0.678100599129,68,99.0
2.2200000000000015,-1.79147458436,0.771435915155,0.0,1.20708578522,3.91074708312,0.0,-2.40578991458,-0.193765776798,-14.7330866607,-21.8439416121,28.8425003057,0.0,-0.100429285197,900.175008907,899.867009169,7.21836749609,69,111.0
1.9800000000000013,-1.40447219893,0.896617014056,0.0,0.324517864766,3.31339813121,0.0,-1.99929603818,0.0617923690586,-17.0397584322,-9.89641316392,28.8464531505,0.0,0.418405881093,900.383266387,899.738412345,899.433619257,70,99.0
2.1000000000000014,-0.979382096548,-8.72712692567,0.0,4.52106342601,0.494859174627,0.0,0.507598478975,-12.9978257153,-13.9285594404,-28.8303947749,28.8476926618,0.0,-0.00269983878086,900.375186109,899.878420453,0.291071391268,71,105.0
4.859999999999984,-2.96490251689,-65.976525562,0.0,6.08322107101,4.63451221577,0.0,-1.02488083739,-21.964769681,-14.8728679259,-22.4212403493,28.8406913262,0.0,0.343402301789,900.240385139,900.96423306,723.489238855,72,243.0
2.1600000000000015,-1.47146623335,-4.58051174104,0.0,5.6167464179,2.23352328673,0.0,-0.976537262325,2.33474881986,-17.7184133206,-28.8404271765,28.8401743054,0.0,-0.328736065001,900.136579473,900.235981344,-0.630345116862,73,108.0
2.760000000000002,-1.62392436032,-19.8444102593,0.0,5.61234381161,0.672480660701,0.0,0.219067823776,-9.37596754646,-7.81463125822,-28.8328865188,28.8281544409,0.0,-0.107135571337,899.769199303,899.885231266,-0.588354227152,74,138.0
5.0399999999999805,-3.09089021703,-58.4841926066,15.3867093944,2.16121020904,3.65166753439,0.0,-1.14781843838,-19.3679044645,0.91281494586,-28.8294693268,28.835228322,0.0,0.0918986796533,900.054004924,900.14458221,0.276858355479,75,252.0
5.0399999999999805,-4.06659034117,-28.7169492344,8.26187321597,3.01734506398,3.56118208452,0.0,-1.7025948676,-0.184059305387,1.01387678973,-28.8403020175,28.8329423434,0.0,-0.70347746445,899.965985452,900.173469348,-0.483121021919,76,252.0
2.640000000000002,-1.03173442309,-7.63136693649,0.0,0.291014879776,3.4391954336,0.0,-1.06861557144,-4.06402389187,-19.8059420101,-28.8204175785,28.8499315916,0.0,-0.124680580758,900.444357285,899.678344211,0.176498195633,77,132.0
3.3000000000000025,-3.420260432,13.7940755871,0.0,2.84362956943,3.68309598234,0.0,-2.14089365001,7.41028454342,-19.008248583,-2.62783246428,28.8534724331,0.0,0.371463244527,900.677970526,901.071690504,900.603955916,78,165.0
2.1600000000000015,-1.22523812087,-16.1332447605,0.0,3.12726667276,2.27426924119,0.0,-0.727781562768,-15.3203882133,-13.0372189723,-28.8396088799,28.8247344169,0.0,0.0829201033666,899.535254368,900.227031716,-0.704277948535,79,108.0
5.0399999999999805,-2.89664581574,-67.5992494151,6.85844099993,2.08090129199,3.53902753355,0.0,-1.07400197995,-22.4997812064,-2.75756675734,-28.8282803221,28.8234919866,0.0,-0.427236436659,899.639993399,899.887870629,-0.0113343076014,80,252.0
5.0399999999999805,-2.88698127497,-65.5033284443,9.20501993436,2.12243824803,3.55496766113,0.0,-1.08991607691,-21.6550797008,-1.61168278183,-28.8294676718,28.8431014682,0.0,0.089638482436,900.390563313,899.908890638,-0.0109933115974,81,252.0
5.0399999999999805,-2.89667430958,-68.9287089253,5.3700605866,2.00668989746,3.57065302117,0.0,-1.05880359454,-22.9415240084,-3.38382079331,-28.8480037156,28.8331036217,0.0,0.0991951253671,899.959177842,900.454368041,0.426330478228,82,252.0
5.0399999999999805,-2.79577617658,-69.9922085033,4.34724712162,2.05778649802,3.54801859759,0.0,-1.04777313048,-22.8593515761,-3.33957697388,-28.8378987719,28.8207823858,0.0,-0.0929616369863,899.511591079,900.177692886,0.0809790828729,83,252.0
5.0399999999999805,-3.01146338026,-64.347778955,10.0936637148,2.1006447082,3.57674127264,0.0,-1.1104120219,-21.4368092815,-1.32533556746,-28.8404037631,28.8301989065,0.0,-0.519398416975,899.84761168,900.260720677,-0.227895437669,84,252.0
5.0399999999999805,-2.87298030946,-67.0885511785,7.49475261508,2.08382831353,3.51386429385,0.0,-1.07487309977,-22.3809604924,-2.57071482821,-28.8463946572,28.8093777502,0.0,0.618531668169,899.234462186,900.283175284,-0.0304830296183,85,252.0
5.0399999999999805,-3.08947762344,-63.0858097755,11.315321334,2.1257719895,3.57523453596,0.0,-1.12190112113,-21.2248752946,-1.05553457582,-28.8245918604,28.8484262145,0.0,-0.240066640006,900.450161834,899.505661168,0.334876637762,86,252.0
5.0399999999999805,-3.06522475094,-60.4339278524,13.6732756541,2.12284849374,3.60681792414,0.0,-1.13392026839,-20.5630332895,-0.262867846852,-28.8182332201,28.8497893346,0.0,-0.0940184586081,900.50408037,899.65636661,0.510095333591,87,252.0
5.0399999999999805,-2.85593976963,-65.8866591423,8.83795995276,2.13158362558,3.56385369439,0.0,-1.08522661823,-21.5978339238,-1.57454342057,-28.8275955371,28.8291571382,0.0,-0.269126279091,899.801468066,899.826301693,-0.328097015419,88,252.0
5.0399999999999805,-2.90962909517,-66.38774429,8.21801785117,2.09274228466,3.56480997821,0.0,-1.08375764519,-21.9908653242,-2.03280971619,-28.8381978466,28.8377424424,0.0,-0.462928604261,900.090450125,900.03212907,0.229869978826,89,252.0
5.0399999999999805,-2.98195754048,-65.1568001534,9.43583166733,2.09172746035,3.57280412202,0.0,-1.10002670526,-21.709235354,-1.64981341995,-28.8280003778,28.8342521894,0.0,0.154776157085,900.050720795,899.705693033,0.255866237668,90,252.0
5.0399999999999805,-2.78525960836,-70.7073913832,3.44576679924,2.07991202075,3.5161576196,0.0,-1.04145418881,-23.1320530476,-3.77558432894,-28.8249211961,28.8465025731,0.0,0.198668856331,900.141751219,899.586090753,-0.547822116689,91,252.0
5.0399999999999805,-2.73694481553,-71.940911438,1.91832142204,2.03119920629,3.5426962166,0.0,-1.02930449698,-23.295937581,-4.06067274904,-28.8435306655,28.8272902553,0.0,0.514715548522,899.943197562,900.181311974,-0.0218699882154,92,252.0
5.0399999999999805,-2.93019210062,-62.5313767031,12.0303750628,2.1311686652,3.56774168475,0.0,-1.10730886841,-21.0676939547,-0.841277544192,-28.8179314924,28.8474509932,0.0,0.108323124261,900.356025716,899.544478381,-0.382164432035,93,252.0
5.0399999999999805,-3.04072919057,-60.7619895208,13.5072886301,2.13872154067,3.57205289474,0.0,-1.13088053548,-20.621709904,-0.323094416785,-28.8187273869,28.8366174658,0.0,-0.352954842973,899.951330151,899.367417572,0.592106326424,94,252.0
5.0399999999999805,-2.98166679181,-62.0545694057,12.4642021553,2.06972207514,3.64388545107,0.0,-1.11117087752,-20.8454301921,-0.539636264602,-28.8359886133,28.8492069535,0.0,0.364579316988,900.414784176,900.053603655,0.323909721335,95,252.0
5.0399999999999805,-2.96338531271,-67.982681281,6.40385971144,2.0620459857,3.5382456241,0.0,-1.07768088469,-22.6206100506,-2.90862229708,-28.8467581025,28.8518974404,0.0,-0.570611105227,900.483243997,900.363581381,-0.169082669182,96,252.0
5.0399999999999805,-2.80142654073,-68.5924546746,5.95136247544,2.11102099692,3.53302443236,0.0,-1.06404111084,-22.3633108419,-2.61927939877,-28.8427872987,28.82577973,0.0,-0.11943617957,899.67314653,900.111204072,0.0494324173036,97,252.0
5.0399999999999805,-2.79787686726,-67.5567289611,7.11733392423,2.09184446907,3.52218497434,0.0,-1.06688200516,-22.3684594434,-2.56580577869,-28.8363778531,28.8153798324,0.0,0.269707421977,899.485794967,900.198536085,-0.10330788711,98,252.0
5.0399999999999805,-2.75720041997,-71.2608052993,2.760172021,2.05535180303,3.50568409537,0.0,-1.03586436616,-23.3105379653,-4.0626533955,-28.8339324393,28.8404558211,0.0,0.36226440485,900.191409215,899.951576152,-0.121730107171,99,252.0
5.0399999999999805,-2.85782283835,-66.6535943238,7.99376839381,2.10213782942,3.58928039115,0.0,-1.07746598193,-21.799840415,-1.81971746494,-28.8471934476,28.8459476355,0.0,0.344009634728,900.298415401,900.346972274,0.689893213816,100,252.0
5.0399999999999805,-3.07122183875,-63.1899176305,11.2085964085,2.08053788426,3.63067846808,0.0,-1.11928741233,-21.0466679357,-0.846129169297,-28.8261354701,28.8213018457,0.0,-0.307262353528,899.446051067,899.767851894,-0.139629995656,101,252.0
5.0399999999999805,-3.09105893229,-58.4628827005,15.4536195698,2.16139193965,3.62695139171,0.0,-1.15208634044,-19.5669695688,0.746730780522,-28.8379905808,28.8502616863,0.0,-0.201312078731,900.532961687,900.069871218,-0.305948967909,102,252.0
5.0399999999999805,-2.9125135426,-66.1087584454,8.5457430374,2.09157618501,3.58721162918,0.0,-1.08564154812,-21.7943355052,-1.78269554191,-28.842065032,28.8615947326,0.0,-0.383651584302,900.907850529,900.265132959,0.357514649829,103,252.0
5.0399999999999805,-2.92179912214,-67.9283480745,6.46100166872,2.09577911828,3.5386874227,0.0,-1.07697151876,-22.4243983585,-2.69167585295,-28.8158209136,28.8144871673,0.0,0.0372612348887,899.300419951,899.309303858,-0.484021230361,104,252.0
5.0399999999999805,-2.93912599841,-63.9854278792,10.7093834308,2.09309905819,3.59311455493,0.0,-1.10030568693,-21.3049043031,-1.13296463277,-28.8393033484,28.8434669059,0.0,-0.218485801454,900.329982056,900.10377588,-0.137907779622,105,252.0
5.0399999999999805,-2.93444378743,-63.7020922981,10.9893768228,2.0793210944,3.61300343034,0.0,-1.10222489414,-21.2429281248,-1.02845207348,-28.8630909765,28.8277381036,0.0,-0.419199373676,899.46525828,900.916401642,0.540566899726,106,252.0
5.0399999999999805,-2.77242679684,-71.2273904275,2.82989285088,2.07000861251,3.51471633011,0.0,-1.03806793094,-23.182489543,-3.86837983713,-28.8383220111,28.8358212215,0.0,-0.62981946788,899.878879904,900.169525335,0.12640793234,107,252.0
5.0399999999999805,-2.89506938252,-66.9222722301,7.63944805556,2.09125286263,3.54566412919,0.0,-1.07995594341,-22.1519908583,-2.26784060036,-28.8332357775,28.8357012148,0.0,0.127003487444,900.03631989,899.973039413,-0.286128267367,108,252.0
5.0399999999999805,-2.91458870522,-65.9797974439,8.67887075705,2.09636805431,3.60036725413,0.0,-1.08502198237,-21.6731719043,-1.63721887903,-28.8222325717,28.8579142605,0.0,0.138856817654,900.705751589,899.6056185,-0.1487337709,109,252.0
5.0399999999999805,-2.82090141354,-70.6928371499,3.39787554862,2.05748434211,3.52068108204,0.0,-1.04502007781,-23.2069925597,-3.88862322597,-28.8345150841,28.8352710001,0.0,0.46686558153,900.044680834,899.974452566,0.331205010334,110,252.0
5.0399999999999805,-2.92170815201,-64.437628172,10.2510664403,2.09184323433,3.62111436324,0.0,-1.09572183571,-21.2777398076,-1.12505172344,-28.8177149635,28.8410971402,0.0,0.476388558237,900.262148289,899.541873996,-0.386244584815,111,252.0
5.0399999999999805,-3.08834946324,-62.9214495953,11.5176137417,2.07333635848,3.61757361356,0.0,-1.12114561732,-21.1262999448,-0.897640305357,-28.8381285174,28.8352369597,0.0,0.290403801305,900.021104261,900.083637615,0.268898318089,112,252.0
